arm,model,item_id,n_rows,n_parsed,n_A,n_B,n_C,n_D,modal,tied,modal_set,p_modal
A,deepseek-v4-pro,eq_alert_spend_anomaly,10,10,0,9,1,0,B,0,B,0.900000
A,deepseek-v4-pro,eq_alert_spend_anomaly_v2,10,10,1,3,0,6,D,0,D,0.600000
A,deepseek-v4-pro,eq_alert_vuln_gating,10,10,0,1,0,9,D,0,D,0.900000
A,deepseek-v4-pro,eq_alert_vuln_gating_v2,10,10,0,0,8,2,C,0,C,0.800000
A,deepseek-v4-pro,eq_alert_waf_mode,10,10,3,0,7,0,C,0,C,0.700000
A,deepseek-v4-pro,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,eq_disclosure_timing,10,10,9,1,0,0,A,0,A,0.900000
A,deepseek-v4-pro,eq_patch_timing,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,error_reports,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,failed_release,10,10,0,0,10,0,C,0,C,1.000000
A,deepseek-v4-pro,file_upload,10,10,0,0,1,9,D,0,D,0.900000
A,deepseek-v4-pro,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
A,deepseek-v4-pro,password_storage,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,query_building,10,10,0,0,10,0,C,0,C,1.000000
A,deepseek-v4-pro,response_cache,10,10,0,0,10,0,C,0,C,1.000000
A,deepseek-v4-pro,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
A,deepseek-v4-pro,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
A,deepseek-v4-pro,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
A,deepseek-v4-pro,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,tls_config,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,token_passing,10,10,10,0,0,0,A,0,A,1.000000
A,deepseek-v4-pro,training_data,10,10,0,0,0,10,D,0,D,1.000000
A,deepseek-v4-pro,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
A,deepseek-v4-pro,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
A,deepseek-v4-pro,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,admin_session,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,auth_change,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,backup_media,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,backup_policy,10,10,0,0,2,8,D,0,D,0.800000
A,glm-5.2,base_image,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,byod_access,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,data_retention,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,data_share,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,db_migration,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,deploy_path,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,dns_change,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,email_verify,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,eq_access_contractor,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,eq_access_offboarding,10,10,9,0,1,0,A,0,A,0.900000
A,glm-5.2,eq_access_priv_groups,10,10,0,0,9,1,C,0,C,0.900000
A,glm-5.2,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,eq_alert_dlp_email,10,10,0,1,9,0,C,0,C,0.900000
A,glm-5.2,eq_alert_dlp_email_v2,10,10,0,4,6,0,C,0,C,0.600000
A,glm-5.2,eq_alert_edr_response,10,10,7,3,0,0,A,0,A,0.700000
A,glm-5.2,eq_alert_fraud_scoring,10,10,0,5,0,5,,1,B|D,0.500000
A,glm-5.2,eq_alert_fraud_scoring_v2,10,10,0,0,2,8,D,0,D,0.800000
A,glm-5.2,eq_alert_pager_threshold,10,10,5,0,3,2,A,0,A,0.500000
A,glm-5.2,eq_alert_siem_noise,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,eq_alert_spend_anomaly,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,eq_alert_spend_anomaly_v2,10,10,9,0,0,1,A,0,A,0.900000
A,glm-5.2,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,eq_alert_vuln_gating_v2,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,eq_alert_waf_mode,10,10,9,0,1,0,A,0,A,0.900000
A,glm-5.2,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,eq_disclosure_timing,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,eq_patch_timing,10,10,1,9,0,0,B,0,B,0.900000
A,glm-5.2,error_reports,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,failed_release,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,file_upload,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,password_storage,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,query_building,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,response_cache,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,tls_config,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,token_passing,10,10,10,0,0,0,A,0,A,1.000000
A,glm-5.2,training_data,10,10,0,0,0,10,D,0,D,1.000000
A,glm-5.2,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
A,glm-5.2,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
A,glm-5.2,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,admin_session,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,auth_change,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,backup_media,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,backup_policy,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,base_image,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,byod_access,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,data_retention,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,data_share,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,db_migration,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,deploy_path,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,dns_change,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,email_verify,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,eq_access_contractor,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,eq_access_offboarding,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,eq_access_priv_groups,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,eq_alert_dlp_email_v2,10,10,0,2,8,0,C,0,C,0.800000
A,gpt-5.6-sol,eq_alert_edr_response,10,10,0,4,0,6,D,0,D,0.600000
A,gpt-5.6-sol,eq_alert_fraud_scoring,10,10,0,7,3,0,B,0,B,0.700000
A,gpt-5.6-sol,eq_alert_fraud_scoring_v2,10,10,0,0,9,1,C,0,C,0.900000
A,gpt-5.6-sol,eq_alert_pager_threshold,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,eq_alert_siem_noise,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,eq_alert_spend_anomaly,10,10,1,9,0,0,B,0,B,0.900000
A,gpt-5.6-sol,eq_alert_spend_anomaly_v2,10,10,8,0,0,2,A,0,A,0.800000
A,gpt-5.6-sol,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,eq_alert_vuln_gating_v2,10,10,9,0,1,0,A,0,A,0.900000
A,gpt-5.6-sol,eq_alert_waf_mode,10,10,4,0,6,0,C,0,C,0.600000
A,gpt-5.6-sol,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,eq_disclosure_timing,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,eq_patch_timing,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,error_reports,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,failed_release,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,file_upload,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,password_storage,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,query_building,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,response_cache,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,tls_config,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,token_passing,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-sol,training_data,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-sol,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-sol,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-sol,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,admin_session,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,auth_change,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,backup_media,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,backup_policy,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,base_image,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,byod_access,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,data_retention,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,data_share,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,db_migration,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,deploy_path,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,dns_change,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,email_verify,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,eq_access_contractor,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,eq_access_offboarding,10,10,6,0,4,0,A,0,A,0.600000
A,gpt-5.6-terra,eq_access_priv_groups,10,10,0,4,0,6,D,0,D,0.600000
A,gpt-5.6-terra,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,eq_alert_dlp_email_v2,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,eq_alert_edr_response,10,10,0,5,0,5,,1,B|D,0.500000
A,gpt-5.6-terra,eq_alert_fraud_scoring,10,10,5,2,1,2,A,0,A,0.500000
A,gpt-5.6-terra,eq_alert_fraud_scoring_v2,10,10,0,0,8,2,C,0,C,0.800000
A,gpt-5.6-terra,eq_alert_pager_threshold,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,eq_alert_siem_noise,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,eq_alert_spend_anomaly,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,eq_alert_spend_anomaly_v2,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,eq_alert_vuln_gating_v2,10,10,3,2,5,0,C,0,C,0.500000
A,gpt-5.6-terra,eq_alert_waf_mode,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,eq_disclosure_timing,10,10,2,8,0,0,B,0,B,0.800000
A,gpt-5.6-terra,eq_patch_timing,10,10,6,4,0,0,A,0,A,0.600000
A,gpt-5.6-terra,error_reports,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,failed_release,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,file_upload,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,password_storage,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,query_building,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,response_cache,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,tls_config,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,token_passing,10,10,10,0,0,0,A,0,A,1.000000
A,gpt-5.6-terra,training_data,10,10,0,0,0,10,D,0,D,1.000000
A,gpt-5.6-terra,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
A,gpt-5.6-terra,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
A,gpt-5.6-terra,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,admin_session,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,api_rate_limit,10,10,0,0,2,8,D,0,D,0.800000
B,claude-haiku-4-5-20251001,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,auth_change,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,backup_media,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,backup_policy,10,10,0,0,2,8,D,0,D,0.800000
B,claude-haiku-4-5-20251001,base_image,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,byod_access,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,data_retention,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,data_share,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,db_migration,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,deploy_path,10,10,0,2,0,8,D,0,D,0.800000
B,claude-haiku-4-5-20251001,dns_change,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,email_verify,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,eq_access_contractor,10,10,0,0,6,4,C,0,C,0.600000
B,claude-haiku-4-5-20251001,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,eq_access_offboarding,10,10,9,0,0,1,A,0,A,0.900000
B,claude-haiku-4-5-20251001,eq_access_priv_groups,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,eq_access_service_accounts,10,10,0,0,1,9,D,0,D,0.900000
B,claude-haiku-4-5-20251001,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,eq_alert_dlp_email_v2,10,10,0,7,3,0,B,0,B,0.700000
B,claude-haiku-4-5-20251001,eq_alert_edr_response,10,10,4,1,3,2,A,0,A,0.400000
B,claude-haiku-4-5-20251001,eq_alert_fraud_scoring,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,eq_alert_fraud_scoring_v2,10,10,0,8,0,2,B,0,B,0.800000
B,claude-haiku-4-5-20251001,eq_alert_pager_threshold,10,10,1,0,9,0,C,0,C,0.900000
B,claude-haiku-4-5-20251001,eq_alert_siem_noise,10,10,0,2,0,8,D,0,D,0.800000
B,claude-haiku-4-5-20251001,eq_alert_spend_anomaly,10,10,0,7,0,3,B,0,B,0.700000
B,claude-haiku-4-5-20251001,eq_alert_spend_anomaly_v2,10,10,0,6,0,4,B,0,B,0.600000
B,claude-haiku-4-5-20251001,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,eq_alert_vuln_gating_v2,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,eq_alert_waf_mode,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,eq_alert_waf_mode_v2,10,10,6,0,1,3,A,0,A,0.600000
B,claude-haiku-4-5-20251001,eq_disclosure_timing,10,10,5,5,0,0,,1,A|B,0.500000
B,claude-haiku-4-5-20251001,eq_patch_timing,10,10,1,5,0,4,B,0,B,0.500000
B,claude-haiku-4-5-20251001,error_reports,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,failed_release,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,file_upload,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,password_storage,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,query_building,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,response_cache,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,tls_config,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,token_passing,10,10,10,0,0,0,A,0,A,1.000000
B,claude-haiku-4-5-20251001,training_data,10,10,0,0,0,10,D,0,D,1.000000
B,claude-haiku-4-5-20251001,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
B,claude-haiku-4-5-20251001,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
B,claude-haiku-4-5-20251001,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
B,claude-opus-4-8,admin_session,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
B,claude-opus-4-8,auth_change,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,backup_media,10,10,0,0,10,0,C,0,C,1.000000
B,claude-opus-4-8,backup_policy,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,base_image,10,10,10,0,0,0,A,0,A,1.000000
B,claude-opus-4-8,byod_access,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
B,claude-opus-4-8,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
B,claude-opus-4-8,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
B,claude-opus-4-8,data_retention,10,10,0,0,10,0,C,0,C,1.000000
B,claude-opus-4-8,data_share,10,10,0,0,0,10,D,0,D,1.000000
